# BUSCO version is: 5.2.2 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
15711at7742	Complete	scaffold_1	62432791	62526635	+	1603.8	1402
16061at7742	Complete	scaffold_4	117496317	117510588	-	2628.5	1366
16096at7742	Complete	scaffold_5	217570974	217609062	-	653.0	733
16236at7742	Complete	scaffold_5	206725505	206764558	+	1856.3	1298
16347at7742	Complete	scaffold_2	49853615	49899981	+	1558.8	1115
16405at7742	Complete	scaffold_5	186480543	186527316	+	2086.8	1092
16601at7742	Missing
16779at7742	Complete	scaffold_5	172466073	172538122	-	2300.8	1237
16923at7742	Complete	scaffold_2	212888202	212986704	-	2985.5	1456
17577at7742	Complete	scaffold_36	335702	476546	+	2448.0	1270
17657at7742	Complete	scaffold_12	24877745	24934734	-	2148.8	1041
17720at7742	Complete	scaffold_35	1412350	1427652	-	3047.1	2048
17781at7742	Complete	scaffold_4	9710139	9774115	+	1941.3	1640
17789at7742	Complete	scaffold_5	116350100	116373948	+	1286.9	1508
17848at7742	Complete	scaffold_24	4435211	4473737	-	2252.8	1233
17900at7742	Complete	scaffold_4	65488175	65556117	-	2458.4	1285
18037at7742	Complete	scaffold_7	98868996	98883468	-	1434.5	939
18541at7742	Complete	scaffold_4	196240392	196273109	-	2792.2	1479
18946at7742	Complete	scaffold_5	173265900	173447696	+	1096.8	834
19072at7742	Complete	scaffold_3	246817156	246926759	-	1690.1	1218
19085at7742	Missing
19307at7742	Complete	scaffold_4	39993605	40104707	-	1384.1	1010
19351at7742	Duplicated	scaffold_162	9034	14055	-	907.0	710
19351at7742	Duplicated	scaffold_3	182306295	182310725	+	847.3	1291
19367at7742	Complete	scaffold_27	1256664	1270143	+	868.6	767
19730at7742	Complete	scaffold_5	157833452	157880124	-	2159.0	1062
20246at7742	Complete	scaffold_4	147090102	147407277	-	1822.4	1492
20356at7742	Complete	scaffold_5	14491430	14555713	+	2382.7	1149
20518at7742	Complete	scaffold_4	80341639	80432804	-	2194.8	1120
20951at7742	Complete	scaffold_2	56400325	56451608	+	2348.0	1448
21252at7742	Complete	scaffold_6	75502048	75613891	-	1504.1	844
21281at7742	Complete	scaffold_2	342296436	342383117	-	2327.7	1210
21546at7742	Complete	scaffold_1	47894083	48185934	-	2168.0	1472
21841at7742	Missing
21970at7742	Complete	scaffold_1	304608647	304678261	-	2148.4	1110
22108at7742	Complete	scaffold_2	262020509	262034885	+	1655.4	1060
22187at7742	Complete	scaffold_2	23844009	23937672	-	2678.6	1972
22275at7742	Complete	scaffold_3	258209626	258234697	+	811.4	747
22496at7742	Complete	scaffold_1	411244165	411334716	+	1555.1	1107
22554at7742	Complete	scaffold_6	68962640	69015442	-	1116.6	633
22898at7742	Complete	scaffold_3	215133996	215175824	-	2107.8	1128
23173at7742	Complete	scaffold_1	120383116	120439697	-	2231.8	1159
23457at7742	Complete	scaffold_5	92762154	92836093	+	1790.6	2059
23496at7742	Complete	scaffold_4	86565814	86664009	-	2222.3	1172
23531at7742	Complete	scaffold_4	1452606	1509775	-	1662.4	1026
23568at7742	Complete	scaffold_1	167611064	167683853	-	1866.4	1227
23673at7742	Complete	scaffold_4	154465813	154539446	+	1641.4	1163
23675at7742	Complete	scaffold_3	16181127	16502826	+	1743.2	1034
23692at7742	Complete	scaffold_2	146303924	146424752	+	1742.7	1320
23872at7742	Complete	scaffold_15	6895429	6953588	-	1562.0	1078
23996at7742	Complete	scaffold_1	245361139	245394745	-	1735.3	1482
24404at7742	Complete	scaffold_2	41350969	41388647	-	2054.0	1104
24468at7742	Complete	scaffold_10	33953504	34045560	+	1427.7	810
24566at7742	Complete	scaffold_5	48391771	48430048	+	1495.6	961
24621at7742	Complete	scaffold_7	112490111	112560030	+	2124.7	1153
24868at7742	Complete	scaffold_5	135657308	135801170	-	1827.7	1535
24985at7742	Complete	scaffold_5	185448532	185501107	+	727.4	543
25109at7742	Complete	scaffold_9	20930400	20960949	-	1475.4	1276
25377at7742	Complete	scaffold_35	1607916	1636981	-	918.6	1057
25752at7742	Complete	scaffold_10	6623595	6660605	+	2109.5	1037
25839at7742	Complete	scaffold_3	261896196	261904716	+	1872.9	1009
26047at7742	Complete	scaffold_17	3023243	3037417	-	1845.0	1034
26210at7742	Complete	scaffold_4	86974175	86988921	-	1354.9	1092
26485at7742	Complete	scaffold_7	88520718	88546717	+	1482.3	1015
26536at7742	Complete	scaffold_1	289766680	289820758	+	1694.9	1060
26714at7742	Complete	scaffold_12	5782448	5898283	-	1963.0	1069
26808at7742	Complete	scaffold_4	97534539	97603803	-	2058.1	1373
26890at7742	Complete	scaffold_5	218622634	218653829	+	1561.7	874
26970at7742	Complete	scaffold_1	166403949	166571830	-	1044.5	856
27280at7742	Complete	scaffold_7	58800817	58811266	+	1514.3	962
27308at7742	Complete	scaffold_4	85537200	85639110	+	2303.6	1408
27364at7742	Complete	scaffold_2	50734571	50753715	-	1679.0	993
27385at7742	Complete	scaffold_7	147681238	147735210	-	1989.0	1176
27463at7742	Missing
27595at7742	Complete	scaffold_2	139576759	139716701	-	1338.8	1049
27786at7742	Complete	scaffold_7	61042345	61053747	+	947.3	645
28267at7742	Complete	scaffold_10	11063413	11072061	-	1482.1	1048
28386at7742	Complete	scaffold_12	8212340	8283947	+	1413.9	1011
28425at7742	Complete	scaffold_7	15439021	15502205	+	1862.8	1023
28500at7742	Complete	scaffold_5	73035225	73046582	-	1905.9	1041
28532at7742	Complete	scaffold_13	2932215	2955968	+	1735.9	1022
28693at7742	Complete	scaffold_5	123814202	123932070	-	1368.3	944
28708at7742	Complete	scaffold_2	218890885	218960815	+	1920.4	991
28859at7742	Complete	scaffold_8	47416231	47531390	+	1926.7	941
28954at7742	Complete	scaffold_7	98715491	98719000	+	1601.3	873
29096at7742	Complete	scaffold_7	28074168	28136818	-	2019.2	1184
29337at7742	Complete	scaffold_6	152938853	153061601	-	1344.1	850
29623at7742	Complete	scaffold_5	6894095	6944272	+	1444.2	1050
29855at7742	Complete	scaffold_4	202712801	202795901	+	1691.0	1109
29952at7742	Missing
29959at7742	Complete	scaffold_7	6054756	6097723	+	751.3	763
30224at7742	Complete	scaffold_1	335277748	335309830	-	1135.2	698
30479at7742	Complete	scaffold_16	4034283	4070028	+	1787.6	1301
30774at7742	Complete	scaffold_7	58932185	58954603	-	1304.3	1027
30973at7742	Complete	scaffold_5	206617101	206697602	-	1322.7	944
31066at7742	Complete	scaffold_2	232477533	232485390	-	1625.8	985
31418at7742	Complete	scaffold_4	85968638	85982800	+	1744.2	1108
31574at7742	Complete	scaffold_2	102919364	102969077	+	2065.0	1022
31951at7742	Complete	scaffold_6	140579086	140618685	-	1753.5	1116
32152at7742	Complete	scaffold_7	158073483	158107963	-	1837.7	976
32286at7742	Complete	scaffold_4	170662027	170737762	-	1335.3	969
32307at7742	Complete	scaffold_6	43031396	43036183	+	1176.7	977
32396at7742	Complete	scaffold_5	6548005	6593846	+	1363.2	1107
32511at7742	Complete	scaffold_3	269985044	270068908	-	1034.6	678
32732at7742	Complete	scaffold_2	231525821	231551206	+	1549.5	910
32840at7742	Complete	scaffold_2	107581239	107650123	+	2004.2	987
32983at7742	Complete	scaffold_13	1014616	1061313	+	1573.0	1392
33222at7742	Complete	scaffold_4	202449226	202481170	+	1453.1	820
33320at7742	Complete	scaffold_7	45967696	46004934	+	1691.0	779
33364at7742	Complete	scaffold_2	243957436	244014550	+	1009.6	670
33525at7742	Complete	scaffold_7	133507397	133548615	+	1259.6	1244
33527at7742	Complete	scaffold_2	280995558	281047866	+	1706.6	1152
33771at7742	Complete	scaffold_6	139557852	139611921	+	1513.7	1019
33940at7742	Complete	scaffold_2	130026577	130029714	+	1898.1	891
34117at7742	Complete	scaffold_9	1039553	1066724	-	1530.1	851
34233at7742	Complete	scaffold_3	250737647	250788896	-	1320.0	1011
34300at7742	Complete	scaffold_10	27029293	27043401	+	1738.9	972
34483at7742	Complete	scaffold_1	298546640	298579892	-	1729.9	954
34542at7742	Complete	scaffold_8	46292111	46338889	+	1959.6	981
34549at7742	Complete	scaffold_4	41496709	41618389	-	614.7	829
35041at7742	Complete	scaffold_1	412033962	412173986	+	2006.3	1223
35211at7742	Complete	scaffold_4	205180294	205353053	-	1159.2	686
35271at7742	Complete	scaffold_1	36721490	36734158	+	1452.4	942
35338at7742	Complete	scaffold_9	4188362	4231400	-	1794.6	972
35547at7742	Complete	scaffold_1	224960528	225078794	+	2019.2	1018
35830at7742	Complete	scaffold_4	141538775	141939065	+	1303.8	881
35861at7742	Complete	scaffold_6	29304688	29358217	-	1563.3	988
36011at7742	Complete	scaffold_9	26333645	26362811	+	1479.3	1021
36236at7742	Complete	scaffold_4	26185001	26214252	+	1066.5	728
36274at7742	Complete	scaffold_4	32864919	32920347	-	1534.4	929
36449at7742	Complete	scaffold_5	197996024	198058870	-	1797.9	1071
36575at7742	Complete	scaffold_4	62832039	62914090	+	1513.4	1052
36859at7742	Complete	scaffold_29	1750628	1788073	-	1315.1	763
37335at7742	Complete	scaffold_2	80083263	80107535	+	1710.2	899
37552at7742	Complete	scaffold_27	1073211	1102326	-	1261.2	1010
37715at7742	Complete	scaffold_9	13550973	13585058	-	2108.0	1093
37782at7742	Complete	scaffold_5	147195757	147418296	-	1616.7	1054
37796at7742	Complete	scaffold_35	179153	195278	-	1714.2	872
37904at7742	Complete	scaffold_21	4224631	4283792	+	1827.8	958
38426at7742	Complete	scaffold_5	8716077	8766751	+	1621.9	875
38686at7742	Complete	scaffold_6	138760083	138784525	-	1789.8	956
38882at7742	Complete	scaffold_4	190654345	190711357	+	1908.6	1022
39061at7742	Complete	scaffold_6	168044018	168094677	+	1676.0	1384
39255at7742	Missing
39294at7742	Complete	scaffold_38	1135404	1188362	-	1189.0	939
39313at7742	Complete	scaffold_7	143667954	143758346	+	1628.2	871
39393at7742	Complete	scaffold_5	206371148	206445338	+	1849.8	968
39465at7742	Complete	scaffold_22	220109	317799	-	1437.5	963
39501at7742	Complete	scaffold_15	6860160	6892581	+	1256.0	818
39865at7742	Complete	scaffold_30	2083587	2122100	+	1155.7	971
40409at7742	Complete	scaffold_4	158523571	158589876	+	1525.1	864
40567at7742	Complete	scaffold_3	297512186	297535157	-	1774.9	958
40843at7742	Complete	scaffold_2	368789180	368884935	+	1616.2	841
40897at7742	Complete	scaffold_9	7201840	7263477	+	1332.5	822
40997at7742	Complete	scaffold_4	162048051	162074864	-	596.3	733
41071at7742	Complete	scaffold_9	31419705	31505846	+	1694.2	851
41125at7742	Complete	scaffold_2	51435403	51460332	+	1208.5	699
41150at7742	Complete	scaffold_5	111463183	111523734	-	1198.7	1070
41154at7742	Complete	scaffold_2	53318771	53356412	-	1986.4	1401
41189at7742	Complete	scaffold_2	266780708	266806277	+	1725.4	1022
41344at7742	Complete	scaffold_8	61761912	61853064	-	1620.1	822
41524at7742	Complete	scaffold_2	334526905	334561691	-	2042.5	1103
41890at7742	Complete	scaffold_8	34640587	34740489	-	1707.1	1285
41902at7742	Complete	scaffold_24	4043380	4104493	+	1786.2	943
42033at7742	Complete	scaffold_29	2621847	2636133	+	1455.5	949
42045at7742	Complete	scaffold_6	188086675	188143060	-	1785.5	943
42074at7742	Complete	scaffold_1	132454314	132503751	-	1995.9	1111
42253at7742	Complete	scaffold_1	236742003	236924533	+	1457.4	1009
42342at7742	Complete	scaffold_4	205359094	205451343	-	1942.9	1017
42346at7742	Complete	scaffold_7	60400172	60442804	+	1398.9	779
42353at7742	Complete	scaffold_4	87951195	87961828	-	1053.0	753
42469at7742	Complete	scaffold_10	7634444	7645655	+	1979.7	1047
42483at7742	Complete	scaffold_118	43083	59060	-	1111.7	808
42538at7742	Complete	scaffold_38	832316	863611	+	1594.1	884
42710at7742	Complete	scaffold_7	118915736	118958448	-	1258.2	885
42945at7742	Complete	scaffold_2	272641878	272678026	+	1065.4	754
42971at7742	Complete	scaffold_7	137354745	137357879	+	1574.2	862
42975at7742	Complete	scaffold_17	2036898	2058946	-	743.3	519
43051at7742	Complete	scaffold_7	111063522	111155385	-	744.8	605
43285at7742	Complete	scaffold_1	325712632	325803786	-	1693.6	914
43568at7742	Complete	scaffold_1	400375843	400435955	+	1907.9	1421
43750at7742	Complete	scaffold_1	153579451	153744334	+	1403.6	793
43798at7742	Complete	scaffold_4	6536070	6567517	+	677.8	699
43888at7742	Complete	scaffold_41	985287	1025524	-	1576.0	1073
44104at7742	Complete	scaffold_7	99660930	99773024	+	1725.5	1271
44193at7742	Complete	scaffold_2	317106988	317120147	-	742.2	782
44485at7742	Complete	scaffold_14	6278434	6319630	-	1759.5	921
44653at7742	Complete	scaffold_5	130954455	131034656	-	1654.5	785
44698at7742	Complete	scaffold_9	45466983	45536962	-	1379.1	826
44744at7742	Complete	scaffold_27	1050927	1059275	-	493.4	492
44800at7742	Complete	scaffold_10	6584923	6598894	+	1065.6	787
45067at7742	Complete	scaffold_1	61943471	62029104	+	1531.9	806
45247at7742	Complete	scaffold_4	64833267	65218135	-	2112.1	1665
45427at7742	Complete	scaffold_5	6716323	6736893	+	2022.3	1006
45658at7742	Complete	scaffold_9	47161804	47294287	-	1711.8	997
45908at7742	Complete	scaffold_5	215243140	215266355	+	2095.2	1188
46117at7742	Complete	scaffold_5	45619374	45629161	+	883.1	777
46227at7742	Complete	scaffold_4	86473802	86485300	+	1628.4	864
46317at7742	Complete	scaffold_1	138962175	139108032	+	1655.0	879
46538at7742	Complete	scaffold_9	10021227	10053933	-	857.6	823
46657at7742	Complete	scaffold_10	34784958	34859382	-	1822.3	921
46694at7742	Complete	scaffold_5	73062243	73083741	-	1366.3	704
46728at7742	Complete	scaffold_5	77802356	77842679	-	1671.0	993
46737at7742	Complete	scaffold_3	236649518	236670968	+	806.2	428
46740at7742	Complete	scaffold_1	187120288	187217064	-	1617.2	847
46839at7742	Complete	scaffold_4	44907713	44977829	+	1525.0	895
46928at7742	Complete	scaffold_3	196934770	196964571	+	560.0	606
47023at7742	Complete	scaffold_5	77212565	77225500	-	1052.9	739
47069at7742	Complete	scaffold_2	158401106	158434786	+	1209.0	720
47172at7742	Complete	scaffold_1	115569014	115692506	-	2150.9	1157
47273at7742	Complete	scaffold_6	81452256	81514770	-	1556.0	811
47275at7742	Complete	scaffold_1	33440858	33482995	+	1217.3	739
47838at7742	Complete	scaffold_1	26478025	26516424	-	1872.0	1050
47899at7742	Complete	scaffold_12	44266824	44299558	-	1482.8	770
48106at7742	Complete	scaffold_4	183720470	183732770	-	818.4	762
48275at7742	Complete	scaffold_7	58923070	58931823	+	1682.8	915
48716at7742	Complete	scaffold_3	275306681	275513489	+	1044.6	615
48764at7742	Complete	scaffold_14	17115703	17126733	-	1353.0	898
48975at7742	Complete	scaffold_4	172114226	172139517	+	1512.7	999
49005at7742	Complete	scaffold_2	306121911	306171875	-	1181.4	649
49104at7742	Complete	scaffold_4	190349139	190361199	+	1040.7	886
49318at7742	Complete	scaffold_6	6200689	6302413	-	826.2	831
49394at7742	Complete	scaffold_5	42611168	42755098	+	1253.9	785
49776at7742	Complete	scaffold_7	57887151	57920908	-	1481.8	803
49885at7742	Missing
49935at7742	Complete	scaffold_24	1727382	1749662	-	1202.2	950
49993at7742	Complete	scaffold_16	3498075	3523601	+	1402.1	803
50070at7742	Complete	scaffold_7	98790158	98844756	+	1280.8	849
50284at7742	Complete	scaffold_9	19316891	19425197	+	1445.2	1268
50444at7742	Complete	scaffold_22	3058605	3068069	-	1821.8	1040
50502at7742	Complete	scaffold_9	37767272	37775426	+	563.9	606
50582at7742	Complete	scaffold_6	127166422	127214789	+	1678.3	850
50786at7742	Complete	scaffold_7	158409675	158428436	+	1668.1	872
50838at7742	Complete	scaffold_4	98529761	98540853	+	994.1	693
50917at7742	Complete	scaffold_7	52948407	52961149	+	739.7	916
51066at7742	Complete	scaffold_1	378648024	378665837	-	1582.3	763
51094at7742	Complete	scaffold_3	153400930	153478155	-	1364.1	780
51278at7742	Complete	scaffold_1	35596010	35603128	+	1096.7	785
51434at7742	Complete	scaffold_5	213166190	213217611	-	1598.7	823
51573at7742	Complete	scaffold_7	115041048	115083418	-	1627.7	797
51955at7742	Complete	scaffold_1	20148734	20231641	-	1224.5	719
52059at7742	Complete	scaffold_10	6037709	6096835	+	1408.6	810
52065at7742	Complete	scaffold_5	63395210	63501437	-	1278.5	749
52093at7742	Complete	scaffold_13	769288	901488	+	1475.9	1074
52094at7742	Complete	scaffold_8	40434850	40527259	+	1720.2	1063
52390at7742	Complete	scaffold_9	22330530	22362335	+	1628.1	788
52541at7742	Complete	scaffold_4	145960644	146012086	+	1032.8	661
53077at7742	Complete	scaffold_1	416349797	416399331	-	1399.4	801
53153at7742	Complete	scaffold_1	297237696	297247565	-	1469.5	745
53269at7742	Complete	scaffold_7	3169528	3320606	-	1363.0	767
53273at7742	Complete	scaffold_13	13277785	13290764	-	775.8	423
53548at7742	Complete	scaffold_10	6396678	6424563	-	1569.7	771
53792at7742	Complete	scaffold_7	134742341	134770905	+	1324.5	807
53816at7742	Complete	scaffold_2	128449044	128475099	-	1550.2	885
53835at7742	Complete	scaffold_2	129258110	129277193	-	1442.8	675
53843at7742	Complete	scaffold_2	272560860	272641879	-	1250.7	716
53999at7742	Complete	scaffold_6	52880783	52968494	-	1213.1	708
54075at7742	Complete	scaffold_2	236414295	236425062	-	1235.8	624
54203at7742	Complete	scaffold_8	6510913	6553863	+	1518.8	857
54353at7742	Complete	scaffold_14	14126008	14168243	+	1465.2	787
54574at7742	Complete	scaffold_1	383335482	383453392	-	1650.6	844
54598at7742	Missing
54892at7742	Complete	scaffold_4	171619116	171649566	+	1796.1	921
55030at7742	Complete	scaffold_2	218795951	218814168	+	1580.8	907
55268at7742	Complete	scaffold_2	87339089	87396874	+	1211.7	730
55312at7742	Complete	scaffold_4	571895	654442	-	1487.9	932
55500at7742	Complete	scaffold_27	1354344	1369459	-	1341.2	727
55709at7742	Complete	scaffold_1	21940819	21992049	+	1771.8	1076
55780at7742	Complete	scaffold_4	11172915	11185289	+	1022.7	688
55967at7742	Complete	scaffold_7	111257963	111290345	+	1246.4	783
56183at7742	Complete	scaffold_1	181037989	181170833	-	1169.1	758
56293at7742	Complete	scaffold_6	135638579	135680805	+	1000.0	603
56414at7742	Complete	scaffold_1	16737139	16804853	-	1015.2	588
56477at7742	Complete	scaffold_5	222622966	222628402	-	894.9	650
56852at7742	Complete	scaffold_10	27399965	27457222	-	1268.7	750
56885at7742	Complete	scaffold_6	68872338	68932119	+	985.7	741
57077at7742	Complete	scaffold_4	206367521	206372580	-	1361.4	737
57179at7742	Complete	scaffold_4	143133038	143227210	+	1328.6	686
57359at7742	Complete	scaffold_2	111905484	111942271	+	908.7	653
57538at7742	Complete	scaffold_11	4475913	4508720	-	945.5	607
57824at7742	Complete	scaffold_16	4905707	4997798	+	1322.0	728
57918at7742	Complete	scaffold_8	11248738	11290906	+	1413.7	759
58069at7742	Missing
58275at7742	Complete	scaffold_9	44347200	44362661	+	1303.4	721
58280at7742	Complete	scaffold_5	135804539	135934568	+	1466.8	731
58421at7742	Complete	scaffold_13	14180762	14275696	+	791.2	708
58506at7742	Complete	scaffold_6	52202291	52218011	+	1174.5	874
58866at7742	Complete	scaffold_8	3972438	4024831	-	644.8	554
58896at7742	Complete	scaffold_1	34965358	34975941	+	1283.6	717
58913at7742	Complete	scaffold_4	39957174	39982289	-	1457.6	924
59009at7742	Complete	scaffold_4	87501482	87541324	-	1368.9	758
59090at7742	Complete	scaffold_1	349801369	349963312	-	1402.9	762
59168at7742	Complete	scaffold_1	315648927	315735237	+	1076.5	754
59233at7742	Complete	scaffold_2	104604081	104662294	-	1443.9	980
59241at7742	Complete	scaffold_1	36837070	36898502	-	1256.7	723
59333at7742	Complete	scaffold_5	109723929	109791933	-	1723.4	1058
59584at7742	Complete	scaffold_3	261629550	261683314	+	1431.7	810
59663at7742	Complete	scaffold_3	309688435	309756177	-	1644.6	898
60142at7742	Complete	scaffold_6	137934326	137949939	-	1366.8	866
60277at7742	Complete	scaffold_4	206429122	206499923	+	1294.7	671
60330at7742	Complete	scaffold_2	346080389	346113686	+	959.7	620
60569at7742	Complete	scaffold_2	3916371	4055202	+	1410.9	766
60672at7742	Complete	scaffold_3	236435694	236489304	-	1192.8	785
60688at7742	Complete	scaffold_5	26491915	26689176	-	1412.6	770
60783at7742	Complete	scaffold_22	832549	836584	+	530.6	644
60870at7742	Complete	scaffold_1	191422548	191441326	+	1290.7	714
60899at7742	Complete	scaffold_3	288850654	288923330	-	1145.1	668
61069at7742	Complete	scaffold_12	13672738	13735551	+	1378.5	907
61105at7742	Complete	scaffold_1	217596853	217621804	-	483.4	476
61914at7742	Complete	scaffold_2	126551509	126569540	-	867.2	558
61935at7742	Complete	scaffold_2	242916726	242928012	-	1066.2	815
62115at7742	Complete	scaffold_6	35937892	35968906	+	1225.7	1015
62216at7742	Complete	scaffold_1	65968614	66009257	-	1269.7	700
62221at7742	Complete	scaffold_6	141060337	141085765	-	672.8	673
62307at7742	Complete	scaffold_1	239925245	240044922	-	897.0	646
62345at7742	Complete	scaffold_7	639587	669656	+	1049.7	696
62525at7742	Complete	scaffold_3	197698301	197736093	+	1266.2	680
62592at7742	Complete	scaffold_7	128693252	128746626	-	927.5	543
62617at7742	Complete	scaffold_11	13608288	13704037	+	1223.9	696
